src\safeguard_monitoring.py:158: error: Unsupported target for indexed assignment ("Collection[str]")  [index]
src\approval_workflow.py:280: error: Expression has type "Any"  [misc]
src\approval_workflow.py:291: error: Expression has type "Any"  [misc]
src\approval_workflow.py:300: error: Expression has type "Any"  [misc]
src\approval_workflow.py:301: error: Expression has type "Any"  [misc]
src\approval_workflow.py:301: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\approval_workflow.py:301: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:304: error: Expression has type "Any"  [misc]
src\approval_workflow.py:311: error: Explicit "Any" is not allowed  [explicit-any]
src\approval_workflow.py:325: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\approval_workflow.py:325: error: Expression has type "Any"  [misc]
src\approval_workflow.py:326: error: Expression has type "Any"  [misc]
src\approval_workflow.py:326: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\approval_workflow.py:328: error: Expression has type "Any"  [misc]
src\approval_workflow.py:339: error: Expression has type "Any"  [misc]
src\approval_workflow.py:340: error: Expression has type "Any"  [misc]
src\approval_workflow.py:341: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:341: error: Expression has type "Any"  [misc]
src\approval_workflow.py:344: error: Expression has type "Any"  [misc]
src\approval_workflow.py:375: error: Expression has type "Any"  [misc]
src\approval_workflow.py:377: error: Expression has type "Any"  [misc]
src\adaptive_safeguards.py:117: error: Incompatible types in assignment (expression has type "CircuitBreaker", target has type "dict[str, Any]")  [assignment]
src\adaptive_safeguards.py:118: error: Incompatible return value type (got "dict[str, Any]", expected "CircuitBreaker")  [return-value]
src\adaptive_safeguards.py:144: error: Returning Any from function declared to return "dict[str, Any]"  [no-any-return]
src\adaptive_safeguards.py:144: error: "dict[str, Any]" has no attribute "get_status"  [attr-defined]
src\adaptive_safeguards.py:147: error: "dict[str, Any]" has no attribute "get_status"  [attr-defined]
src\adaptive_safeguards.py:216: error: Returning Any from function declared to return "float"  [no-any-return]
src\adaptive_safeguards.py:346: error: Incompatible types in assignment (expression has type "CanaryDeployment", target has type "dict[str, Any]")  [assignment]
src\adaptive_safeguards.py:358: error: Incompatible return value type (got "dict[str, Any] | None", expected "CanaryDeployment | None")  [return-value]
src\adaptive_safeguards.py:365: error: "dict[str, Any]" has no attribute "get_status"  [attr-defined]
src\index_health.py:117: error: Value of type "object" is not indexable  [index]
src\index_health.py:117: error: Unsupported target for indexed assignment ("object")  [index]
src\index_health.py:126: error: Value of type "object" is not indexable  [index]
src\index_health.py:126: error: Unsupported target for indexed assignment ("object")  [index]
src\index_health.py:129: error: Value of type "object" is not indexable  [index]
src\index_health.py:129: error: Unsupported target for indexed assignment ("object")  [index]
src\index_health.py:148: error: "object" has no attribute "append"  [attr-defined]
src\index_health.py:149: error: Value of type "object" is not indexable  [index]
src\index_health.py:149: error: Unsupported target for indexed assignment ("object")  [index]
src\index_health.py:165: error: Unsupported target for indexed assignment ("object")  [index]
src\index_health.py:166: error: Value of type "object" is not indexable  [index]
src\index_health.py:170: error: Value of type "object" is not indexable  [index]
src\index_health.py:171: error: Value of type "object" is not indexable  [index]
src\index_health.py:172: error: Value of type "object" is not indexable  [index]
src\query_interceptor.py:855: error: Argument 2 to "predict_query_risk_ml" has incompatible type "tuple[str | int | float | bool | list[str | int | float] | None, ...] | None"; expected "dict[str, Any] | None"  [arg-type]
src\query_interceptor.py:893: error: Dict entry 0 has incompatible type "str": "dict[str, int | bool]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\query_interceptor.py:904: error: Dict entry 0 has incompatible type "str": "dict[str, int | bool]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\query_interceptor.py:920: error: Dict entry 0 has incompatible type "str": "dict[str, int | bool]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\query_interceptor.py:930: error: Dict entry 0 has incompatible type "str": "dict[str, int | bool]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\query_interceptor.py:1153: error: Dict entry 4 has incompatible type "str": "dict[str, int | bool]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\query_interceptor.py:1217: error: Dict entry 6 has incompatible type "str": "dict[str, int | bool]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\ml_query_interception.py:273: error: Incompatible types in assignment (expression has type "Any | None", variable has type "SimpleQueryClassifier")  [assignment]
src\ml_query_interception.py:276: error: Statement is unreachable  [unreachable]
src\index_type_selection.py:28: error: Missing type parameters for generic type "tuple"  [type-arg]
src\index_type_selection.py:127: error: Returning Any from function declared to return "str | None"  [no-any-return]
src\index_type_selection.py:167: error: Missing type parameters for generic type "tuple"  [type-arg]
src\composite_index_detection.py:292: error: Missing type parameters for generic type "tuple"  [type-arg]
src\maintenance.py:265: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_pattern_learning"  [attr-defined]
src\maintenance.py:274: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_pattern_learning"  [attr-defined]
src\maintenance.py:286: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_pattern_learning"  [attr-defined]
src\maintenance.py:307: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_statistics_refresh"  [attr-defined]
src\maintenance.py:312: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_statistics_refresh"  [attr-defined]
src\maintenance.py:333: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_statistics_refresh"  [attr-defined]
src\maintenance.py:368: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_workload_analysis"  [attr-defined]
src\maintenance.py:374: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_workload_analysis"  [attr-defined]
src\maintenance.py:385: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_workload_analysis"  [attr-defined]
src\maintenance.py:402: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_fk_check"  [attr-defined]
src\maintenance.py:407: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_fk_check"  [attr-defined]
src\maintenance.py:413: error: Dict entry 1 has incompatible type "str": "list[dict[str, Any]]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\maintenance.py:419: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_fk_check"  [attr-defined]
src\maintenance.py:472: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_mv_check"  [attr-defined]
src\maintenance.py:477: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_mv_check"  [attr-defined]
src\maintenance.py:491: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_mv_check"  [attr-defined]
src\maintenance.py:529: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_predictive_maintenance"  [attr-defined]
src\maintenance.py:539: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_predictive_maintenance"  [attr-defined]
src\maintenance.py:552: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_predictive_maintenance"  [attr-defined]
src\maintenance.py:568: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_ml_training"  [attr-defined]
src\maintenance.py:577: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_ml_training"  [attr-defined]
src\maintenance.py:591: error: "Callable[[bool], dict[str, JSONValue]]" has no attribute "_last_ml_training"  [attr-defined]
